address,city,country,keys,latitude,longitude,name,postalCode,province,websites,websites2,website3,website4, website5
108 Del Guzzi Dr,Port Angeles,US,us/wa/portangeles/108delguzzidr/-1947870258,48.10589,-123.39795,Jimmy John's,98362,WA,http://www.jimmyjohns.com,https://www.jimmyjohns.com,,,
7141 Durand Ave,Sturtevant,US,us/wi/sturtevant/7141durandave/93075755,42.6969,-87.8692,Arby's,53177,WI,http://www.arbys.com,http://locations.arbys.com/us/wi/sturtevant/7141-durand-ave.html,,,
600 South Street,Raynham,US,us/ma/raynham/600southstreet/-864103396,41.9058,-71.0472,Taco Bell,2767,MA,http://www.tacobell.com,https://locations.tacobell.com/ma/raynham/600-south-street.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=021084&utm_content=website,,,
2062 W Redlands Blvd,Redlands,US,us/ca/redlands/2062wredlandsblvd/-230519289,34.063455,-117.2243,Jack in the Box,92373,CA,http://www.jackinthebox.com,,,,
602 E Redlands Blvd,Redlands,US,us/ca/redlands/602eredlandsblvd/1550891556,34.055192,-117.176228,Del Taco,92373,CA,http://www.deltaco.com,,,,
612 E Redlands Blvd,Redlands,US,us/ca/redlands/612eredlandsblvd/-1161002137,34.0549,-117.1756,McDonald's,92373,CA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
605 E Redlands Blvd,Redlands,US,us/ca/redlands/605eredlandsblvd/-230519289,34.0555,-117.1757,Jack in the Box,92373,CA,http://www.jackinthebox.com,,,,
1626 W Redlands Blvd,Redlands,US,us/ca/redlands/1626wredlandsblvd/-1987367122,34.06323,-117.21016,Nick's Burgers,92373,CA,http://www.nicksburgers.com,,,,
1991 W Redlands Blvd,Redlands,US,us/ca/redlands/1991wredlandsblvd/-791445730,34.062578,-117.221421,Wendy's,92373,CA,http://www.wendys.com,,,,
1990 Ostrems Way,San Bernardino,US,us/ca/sanbernardino/1990ostremsway/-864103396,34.162035,-117.334299,Taco Bell,92407,CA,http://www.tacobell.com,https://locations.tacobell.com/ca/san-bernardino/1990-ostrems-way.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=003838andutm_content=website,https://locations.tacobell.com/ca/san-bernardino/1990-ostrems-way.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=003838&utm_content=website,,
272 E 40th St,San Bernardino,US,us/ca/sanbernardino/272e40thst/1550891556,34.165232,-117.279699,Del Taco,92404,CA,http://www.deltaco.com,,,,
1381 Kendall Dr,San Bernardino,US,us/ca/sanbernardino/1381kendalldr/1850247079,34.16862,-117.3158,Baker's Drive Thru,92407,CA,http://www.bakersdrivethru.com,,,,
109 Taylor Ave,Manasquan,US,us/nj/manasquan/109taylorave/-1055723171,40.1253,-74.0457,Domino's Pizza,8736,NJ,http://www.dominos.com,http://www.dominos.com/,,,
2428 Highway 35,Manasquan,US,us/nj/manasquan/2428highway35/-1161002137,40.12403,-74.06849,McDonald's,8736,NJ,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,http://mcdonalds.com/,,
1331N N Church St,Hazleton,US,us/pa/hazleton/1331nnchurchst/-2061630068,40.98279,-75.98063,Burger King,18202,PA,http://www.bk.com,https://locations.bk.com/pa/hazle/1331n-n-church-st.html,,,
2627 Highway 70,Manasquan,US,us/nj/manasquan/2627highway70/-1123076480,40.112151,-74.07493,Jersey Mike's Subs,8736,NJ,http://www.jerseymikes.com/,,,,
17638 Chillicothe Rd,Chagrin Falls,US,us/oh/chagrinfalls/17638chillicotherd/-1161002137,41.3898,-81.3402,McDonald's,44023,OH,http://mcdonalds.com,,,,
3300 Highway 278 NE,Covington,US,us/ga/covington/3300highway278ne/-791445730,33.60239,-83.85361,Wendy's,30014,GA,http://www.wendys.com,,,,
10210 Hull Street Rd,Midlothian,US,us/va/midlothian/10210hullstreetrd/696490760,37.4429,-77.5838,Hardee's,23112,VA,http://www.hardees.com,,,,
2601 E Main St,Plainfield,US,us/in/plainfield/2601emainst/93075755,39.7158,-86.36077,Arby's,46168,IN,http://www.arbys.com,https://locations.arbys.com/us/in/plainfield/2601-e-main-st.html,http://locations.arbys.com/us/in/plainfield/2601-e-main-st.html,,
2687 E Main St,Plainfield,US,us/in/plainfield/2687emainst/-345832572,39.71843,-86.35407,Chick-fil-A,46168,IN,http://www.chick-fil-a.com/plainfield,http://www.chick-fil-a.com,,,
3545 Pelham Pkwy,Pelham,US,us/al/pelham/3545pelhampkwy/1780593795,33.26731,-86.80972,SONIC Drive In,35124,AL,https://locations.sonicdrivein.com/al/pelham/3545-pelham-parkway.html,http://sonicdrivein.com,,,
1668 Gadsden Hwy,Birmingham,US,us/al/birmingham/1668gadsdenhwy/93075755,33.60165,-86.6397,Arby's,35235,AL,https://locations.arbys.com/us/al/birmingham/1668-gadsden-hwy.html,http://www.arbys.com,http://locations.arbys.com/us/al/birmingham/1668-gadsden-hwy.html,,
2329 Circle Dr W,Spirit Lake,US,us/ia/spiritlake/2329circledrw/-1009719089,43.42008,-95.12565,Taco John's,51360,IA,http://locations.tacojohns.com/ia/spirit-lake/2329-circle-drive-w.html,,,,
1704 Military Rd,Benton,US,us/ar/benton/1704militaryrd/-864103396,34.580368,-92.573525,Taco Bell,72015,AR,http://www.tacobell.com,https://locations.tacobell.com/ar/benton/1704-military-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=001745andutm_content=website,https://locations.tacobell.com/ar/benton/1704-military-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=001745&utm_content=website,,
14039 Highway 8 Business,El Cajon,US,us/ca/elcajon/14039highway8business/-230519289,32.845016,-116.883,Jack in the Box,92021,CA,http://www.jackinthebox.com,http://jackinthebox.com/,,,
293 West Clinton Street,Gray,US,us/ga/gray/293westclintonstreet/-442344130,33.00271,-83.548546,Krystal,31032,GA,http://t.co/3VQiWtMxPf,http://www.krystal.com/locations/georgia/gray-west-clinton-street/,,,
1718 State Rd,Vermilion,US,us/oh/vermilion/1718staterd/-864103396,41.40352,-82.36484,Taco Bell,44089,OH,http://www.tacobell.com,,,,
1659 Lincoln Way East,Chambersburg,US,us/pa/chambersburg/1659lincolnwayeast/93075755,39.924369,-77.610269,Arby's,17201,PA,http://www.arbys.com,,,,
1617 E Main St,Waynesboro,US,us/pa/waynesboro/1617emainst/-2061630068,39.74453,-77.55202,Burger King,17268,PA,https://locations.bk.com/pa/waynesboro/1617-east-main-st.html,,,,
1206 Courthouse Rd,Petersburg,US,us/va/petersburg/1206courthouserd/-1161002137,37.20055,-77.332474,McDonald's,23803,VA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,,
1717 E Vista Chino Bldg E,Palm Springs,US,us/ca/palmsprings/1717evistachinobldge/-864103396,33.84463,-116.524254,Taco Bell,92262,CA,http://www.tacobell.com,,,,
7685 W Broadway Ave,Minneapolis,US,us/mn/minneapolis/7685wbroadwayave/-1161002137,45.09317,-93.37735,McDonald's,55428,MN,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
38 Northcrest Road,Weaverville,US,us/nc/weaverville/38northcrestroad/1780593795,35.704136,-82.57581,Sonic Drive-In,28787,NC,https://locations.sonicdrivein.com/nc/weaverville/-38-northcrest-road.html,,,,
740 S Duchesne Dr,Saint Charles,US,us/mo/saintcharles/740sduchesnedr/-1161002137,38.7885,-90.514,Mc Donald's,63301,MO,,,,,
803 Route 37 West,Toms River,US,us/nj/tomsriver/803route37west/-2061630068,39.97094,-74.23638,Burger King,8755,NJ,http://www.bk.com,,,,
1315 Elliot Dr,Middletown,US,us/oh/middletown/1315elliotdr/93075755,39.500007,-84.350646,Arby's,45042,OH,http://www.arbys.com,,,,
2300 Grass Valley Hwy,Auburn,US,us/ca/auburn/2300grassvalleyhwy/554191587,38.935046,-121.092638,Carl's Jr.,95603,CA,http://www.carlsjr.com,,,,
2905 Bell Rd,Auburn,US,us/ca/auburn/2905bellrd/-2061630068,38.94174,-121.09626,Burger King,95603,CA,http://www.bk.com,https://locations.bk.com/ca/auburn/2905-bell-rd.html,,,
115 Logans Ferry Rd,New Kensington,US,us/pa/newkensington/115logansferryrd/-1161002137,40.55191,-79.75692,McDonald's,15068,PA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
4409 State Highway 42,Sheboygan,US,us/wi/sheboygan/4409statehighway42/696490760,43.79238,-87.762928,Hardee's,53083,WI,http://www.hardees.com,,,,
3629 State Route 5,Cortland,US,us/oh/cortland/3629stateroute5/-1161002137,41.31702,-80.7322,Mcdonalds,44410,OH,,,,,
1 West Valley Avenue,Elysburg,US,us/pa/elysburg/1westvalleyavenue/-1161002137,40.8604,-76.55,McDonald's,17824,PA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
525 N Harlem Ave,Oak Park,US,us/il/oakpark/525nharlemave/692088849,41.89137,-87.80504,Mickey's Gyros & Ribs,60302,IL,http://www.facebook.com/mickeysgyros,,,,
1905 Pocahontas Trl,Williamsburg,US,us/va/williamsburg/1905pocahontastrl/106088,37.2469,-76.6577,KFC,23185,VA,http://www.kfc.com,,,,
1800 Daisy Street Ext,Clearfield,US,us/pa/clearfield/1800daisystreetext/1516016543,41.0234,-78.41351,Long John Silvers,16830,PA,http://www.longjohnsilvers.com,http://www.ljsilvers.com,,,
2370 S Market St,Elizabethtown,US,us/pa/elizabethtown/2370smarketst/-2061630068,40.131209,-76.564718,Burger King,17022,PA,http://www.bk.com,https://locations.bk.com/pa/elizabethtown/2370-south-market-st.html,,,
2090 Lincoln Hwy E,Lancaster,US,us/pa/lancaster/2090lincolnhwye/-448666054,40.0294,-76.2368,Five Guys,17602,PA,http://fiveguys.com,,,,
844 E Main St,Ephrata,US,us/pa/ephrata/844emainst/-448666054,40.1655,-76.1585,Five Guys,17522,PA,http://fiveguys.com,,,,
705 Graystone Rd,Manheim,US,us/pa/manheim/705graystonerd/-1520008249,40.118901,-76.379256,Sensenig Poultry LLC,17545,PA,,,,,
50 Townsedge Dr,Quarryville,US,us/pa/quarryville/50townsedgedr/-2061630068,39.894311,-76.173331,Burger King,17566,PA,http://www.bk.com,,,,
1641 Lincoln Hwy E,Lancaster,US,us/pa/lancaster/1641lincolnhwye/-2061630068,40.037946,-76.268348,Burger King,17602,PA,http://www.bk.com,https://locations.bk.com/pa/lancaster/1641-lincoln-highway-east.html,,,
531 N 3rd St,Columbia,US,us/pa/columbia/531n3rdst/-2061630068,40.037999,-76.50859,Burger King,17512,PA,http://www.bk.com,https://locations.bk.com/pa/columbia/531-north-3-st.html,,,
1130 E Dayton YellowSprings Rd,Fairborn,US,us/oh/fairborn/1130edaytonyellowspringsrd/93075755,39.782786,-83.998372,Arby's,45324,OH,http://arbys.com,http://www.arbys.com,http://locations.arbys.com/us/oh/fairborn/1130-e-dayton-yellow-springs-rd.html,,
174 Littleton Rd,Westford,US,us/ma/westford/174littletonrd/1143321601,42.56663,-71.422005,Chipotle Mexican Grill,1886,MA,http://www.chipotle.com,,,,
700 Dodge Ave Nw,Elk River,US,us/mn/elkriver/700dodgeavenw/-1161002137,45.31018,-93.55619,McDonald's,55330,MN,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,,
901 E Bishop St,Bellefonte,US,us/pa/bellefonte/901ebishopst/-2061630068,40.914436,-77.761727,Burger King,16823,PA,http://www.bk.com,https://locations.bk.com/pa/bellefonte/901-east-bishop-st.html,,,
1015 N Front St,Philipsburg,US,us/pa/philipsburg/1015nfrontst/-1161002137,40.9032,-78.2321,McDonald's,16866,PA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
5300 Carlisle Pike,Mechanicsburg,US,us/pa/mechanicsburg/5300carlislepike/-2061630068,40.2385,-76.98073,Burger King,17050,PA,http://www.bk.com,https://locations.bk.com/pa/mechanicsburg/5300-carlisle-pike.html,,,
4810 Carlisle Pike,Mechanicsburg,US,us/pa/mechanicsburg/4810carlislepike/-448666054,40.23707,-76.9665,Five Guys,17050,PA,http://fiveguys.com,,,,
150 Northshore Blvd Ste 5024,Slidell,US,us/la/slidell/150northshoreblvdste5024/-345832572,30.30578,-89.82571,Chick-Fil-A,70460,LA,http://www.chick-fil-a.com,http://www.chick-fil-a.com/northshoresquare,,,
313 Lowther St,Lemoyne,US,us/pa/lemoyne/313lowtherst/106088,40.240974,-76.888824,KFC,17043,PA,http://www.kfc.com,,,,
6101 Carlisle Pike,Mechanicsburg,US,us/pa/mechanicsburg/6101carlislepike/-791445730,40.243914,-76.993586,Wendy's,17050,PA,http://www.wendys.com,,,,
1176 Harrisburg Pike,Carlisle,US,us/pa/carlisle/1176harrisburgpike/-1161002137,40.23308,-77.1429,McDonald's,17013,PA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
5550 Carlisle Pike,Mechanicsburg,US,us/pa/mechanicsburg/5550carlislepike/-1161002137,40.240824,-76.987116,McDonald's,17050,PA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
4382 W Pierson Rd,Flint,US,us/mi/flint/4382wpiersonrd/-864103396,43.06109,-83.76769,Taco Bell,48504,MI,http://www.tacobell.com,https://locations.tacobell.com/mi/flint/4382-w-pierson-rd.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=033304andutm_content=website,https://locations.tacobell.com/mi/flint/4382-w-pierson-rd.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=033304&utm_content=website,,
1249 Harrisburg Pike,Carlisle,US,us/pa/carlisle/1249harrisburgpike/1082608893,40.23449,-77.13286,Waffle House,17013,PA,https://locations.wafflehouse.com/pa-carlisle-1394,,,,
711 Cleveland St,Elyria,US,us/oh/elyria/711clevelandst/-938337463,41.37719,-82.07708,Rally's,44035,OH,https://locations.rallys.com/oh/elyria/711-cleveland-street,http://rallys.com,,,
407 S 3rd St,Lemoyne,US,us/pa/lemoyne/407s3rdst/-2061630068,40.24093,-76.88811,Burger King,17043,PA,http://www.bk.com,https://locations.bk.com/pa/lemoyne/407-south-third-st.html,,,
4015 E Market St,York,US,us/pa/york/4015emarketst/-1161002137,39.991176,-76.638125,McDonald's,17402,PA,http://mcdonalds.com,,,,
1940 Rotunda Dr,Erie,US,us/pa/erie/1940rotundadr/-448666054,42.05881,-80.089066,Five Guys,16509,PA,http://fiveguys.com,,,,
191 Columbia Mall Dr,Bloomsburg,US,us/pa/bloomsburg/191columbiamalldr/-2061630068,41.015629,-76.487872,Burger King,17815,PA,http://www.bk.com,https://locations.bk.com/pa/bloomsburg/191-columbia-mall-dr.html,,,
100 Lunger Dr,Bloomsburg,US,us/pa/bloomsburg/100lungerdr/-1161002137,41.00847,-76.48565,McDonald's,17815,PA,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
817 Park Ave,Meadville,US,us/pa/meadville/817parkave/-2061630068,41.6408,-80.15157,Burger King,16335,PA,https://locations.bk.com/pa/meadville/817-park-ave.html,http://www.bk.com,,,
4201 Tuscarawas St W,Canton,US,us/oh/canton/4201tuscarawasstw/-1947870258,40.79671,-81.424,Jimmy John's,44708,OH,http://www.jimmyjohns.com,,,,
164 Warrenton Rd,Fredericksburg,US,us/va/fredericksburg/164warrentonrd/93075755,38.3328,-77.47836,Arby's,22405,VA,http://www.arbys.com,https://locations.arbys.com/us/va/fredericksburg/164-warrenton-rd.html,,,
5107 Jefferson Davis Hwy,Fredericksburg,US,us/va/fredericksburg/5107jeffersondavishwy/696490760,38.25609,-77.49807,Hardee's,22408,VA,http://www.hardees.com,,,,
44 Stanstead Rd,Fredericksburg,US,us/va/fredericksburg/44stansteadrd/-1161002137,38.34285,-77.49336,McDonald's,22406,VA,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,,
75 Market Street,Gordonsville,US,us/va/gordonsville/75marketstreet/93075755,37.979247,-78.210747,Arby's,22942,VA,http://www.arbys.com,,,,
2171 N Frontage Rd W,Vail,US,us/co/vail/2171nfrontagerdw/-1161002137,39.62975,-106.41908,McDonald's,81657,CO,http://mcdonalds.com,,,,
295 Eby Creek,Eagle,US,us/co/eagle/295ebycreek/-2061630068,39.70698,-106.84028,Burger King,81631,CO,http://www.bk.com,https://locations.bk.com/co/eagle/295-eby-creek.html,,,
1551 Gulf Shores Pkwy,Gulf Shores,US,us/al/gulfshores/1551gulfshorespkwy/93075755,30.266621,-87.689042,Arby's,36542,AL,http://www.arbys.com,http://locations.arbys.com/us/al/gulf-shores/1551-gulf-shores-pkwy.html,,,
1165 S McKenzie St,Foley,US,us/al/foley/1165smckenziest/-864103396,30.39366,-87.68278,Taco Bell,36535,AL,http://www.tacobell.com,https://locations.tacobell.com/al/foley/1165-south-mckenzie-street.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=023767andutm_content=website,,,
2650 S Queen St,York,US,us/pa/york/2650squeenst/106088,39.9099,-76.682,KFC,17402,PA,http://www.kfc.com,,,,
1170 Carlisle St,Hanover,US,us/pa/hanover/1170carlislest/106088,39.8228,-76.9978,KFC,17331,PA,http://www.kfc.com,,,,
2407 Highway 35,Manasquan,US,us/nj/manasquan/2407highway35/-791445730,40.127496,-74.067512,Wendy's,8736,NJ,https://locations.wendys.com/manasquan-nj,http://www.wendys.com,http://www.wendys.com/,,
75 Robinhood Dr,Etters,US,us/pa/etters/75robinhooddr/-2061630068,40.152359,-76.819251,Burger King,17319,PA,http://www.bk.com,,,,
1160 Carlisle St,Hanover,US,us/pa/hanover/1160carlislest/-2061630068,39.821199,-76.996353,Burger King,17331,PA,http://www.bk.com,,,,
2050 Route 70 W,Cherry Hill,US,us/nj/cherryhill/2050route70w/-991981113,39.920652,-75.036506,Pei Wei,8002,NJ,http://www.peiwei.com,,,,
718 Boulevard St,Dover,US,us/oh/dover/718boulevardst/-864103396,40.512781,-81.455095,Taco Bell,44622,OH,http://www.tacobell.com,https://locations.tacobell.com/oh/dover/718-boulevard-st-.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=001856andutm_content=website,https://locations.tacobell.com/oh/dover/718-boulevard-st-.html?utm_source=yext&utm_campaign=yextpowerlistings&utm_medium=referral&utm_term=001856&utm_content=website,,
1520 E Front St,Port Angeles,US,us/wa/portangeles/1520efrontst/-588964726,48.109656,-123.407724,Frugals,98362,WA,http://www.frugalburger.com,,,,
1162 Boone Avenue Exit E,Kingsland,US,us/ga/kingsland/1162booneavenueexite/-2061630068,30.7919,-81.6728,Burger King,31548,GA,,,,,
27410 Jefferson Ave,Temecula,US,us/ca/temecula/27410jeffersonave/-230519289,33.520966,-117.16449,Jack in the Box,92590,CA,http://www.jackinthebox.com,,,,
1201 Coulee Rd,Hudson,US,us/wi/hudson/1201couleerd/106088,44.9638,-92.7423,KFC,54016,WI,http://www.kfc.com,,,,
105 River Square Plz,Bessemer,US,us/al/bessemer/105riversquareplz/93075755,33.45148,-86.98399,Arby's,35023,AL,http://www.arbys.com,https://locations.arbys.com/us/al/hueytown/105-river-square-plz.html,http://locations.arbys.com/us/al/hueytown/105-river-square-plz.html,,
3069 Allison Bonnett Memorial Dr,Bessemer,US,us/al/bessemer/3069allisonbonnettmemorialdr/-1161002137,33.450315,-86.984261,McDonalds,35023,AL,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
3040 Allison Bonnett Memorial Dr,Bessemer,US,us/al/bessemer/3040allisonbonnettmemorialdr/1780593795,33.45102,-86.98081,SONIC Drive In,35023,AL,https://locations.sonicdrivein.com/al/hueytown/3040-allison-bonnett-mem-dr.html,,,,
3067 Allison Bonnett Memorial Dr,Bessemer,US,us/al/bessemer/3067allisonbonnettmemorialdr/-1560457549,33.45022,-86.98517,Captain D's,35023,AL,https://locations.captainds.com/al/hueytown/3067-allison-bonnett-memorial-dr.html,,,,
3380 Winfield Dunn Pkwy,Kodak,US,us/tn/kodak/3380winfielddunnpkwy/-442344130,35.97627,-83.60569,Krystal,37764,TN,http://www.krystal.com/locations/tennessee/kodak-windfield-dunn-parkway,,,,
975 Peeler Road,Salisbury,US,us/nc/salisbury/975peelerroad/1241037051,35.613199,-80.520824,Bojangles' Famous Chicken 'n Biscuits,28147,NC,http://locations.bojangles.com/nc/salisbury/975-peeler-road.html,,,,
901 Boardwalk,Seaside Heights,US,us/nj/seasideheights/901boardwalk/1247463610,39.943445,-74.070475,Seaside Eatery,8751,NJ,http://seasideeaterynj.com,http://www.seasideeaterynj.com,,,
1209 High St N,Millville,US,us/nj/millville/1209highstn/-891525969,39.4118,-75.03912,SUBWAY,8332,NJ,http://subway.com,http://www.subway.com,,,
1258 Hooper Ave,Toms River,US,us/nj/tomsriver/1258hooperave/1143321601,39.984253,-74.18072,Chipotle Mexican Grill,8753,NJ,http://www.chipotle.com,,,,
8530 Edinburgh Center Dr,Minneapolis,US,us/mn/minneapolis/8530edinburghcenterdr/-864103396,45.110124,-93.302439,Taco Bell,55443,MN,http://www.tacobell.com,https://locations.tacobell.com/mn/brooklyn-park/8530-edinburgh-centre-dr.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=019622andutm_content=website,,,
611 Washington Blvd,Williamsport,US,us/pa/williamsport/611washingtonblvd/-2061630068,41.247876,-76.992903,Burger King,17701,PA,http://www.bk.com,https://locations.bk.com/pa/williamsport/611-washington-blvd.html,,,
3198 US Highway 50 E,Carson City,US,us/nv/carsoncity/3198ushighway50e/-1721138121,39.177388,-119.732214,Dairy Queen,89701,NV,http://www.dairyqueen.com,,,,
50 Maynard St,Williamsport,US,us/pa/williamsport/50maynardst/-2061630068,41.23208,-77.018816,Burger King,17701,PA,http://www.bk.com,https://locations.bk.com/pa/williamsport/50-maynard-st.html,,,
9951 W Florissant Ave,Saint Louis,US,us/mo/saintlouis/9951wflorissantave/-864103396,38.74788,-90.2802,Taco Bell,63136,MO,http://www.tacobell.com,https://locations.tacobell.com/mo/saint-louis/9951-w-florissant-ave.html?utm_source=yextandutm_campaign=yextpowerlistingsandutm_medium=referralandutm_term=029649andutm_content=website,,,
10873 W Florissant Ave,Saint Louis,US,us/mo/saintlouis/10873wflorissantave/-1161002137,38.768,-90.2808,McDonald's,63136,MO,http://mcdonalds.com,http://www.mcdonalds.com/?cid=RF:YXT_FM:TP::Yext:Referral,,,
3945 Missouri Flat Rd,Placerville,US,us/ca/placerville/3945missouriflatrd/-230519289,38.713013,-120.841778,Jack in the Box,95667,CA,http://www.jackinthebox.com,,,,
8020 Spotsylvania Mall,Fredericksburg,US,us/va/fredericksburg/8020spotsylvaniamall/-345832572,38.268803,-77.547585,Chick-fil-A,22407,VA,http://www.chick-fil-a.com/spotsylvaniatownecentre,http://www.chick-fil-a.com,,,
1717 E Vista Chino,Palm Springs,US,us/ca/palmsprings/1717evistachino/-1161002137,33.844678,-116.527884,McDonald's,92262,CA,http://mcdonalds.com,,,,
191 Gateway Drive,Winchester,US,us/va/winchester/191gatewaydrive/1241037051,39.185748,-78.13283,Bojangles' Famous Chicken 'n Biscuits,22603,VA,https://locations.bojangles.com/va/winchester/191-gateway-drive.html,,,,
Hwy 5 Appalachian Parkway,East Ellijay,US,us/ga/eastellijay/hwy5appalachianparkway/-2061630068,34.67684,-84.47796,Burger King,30539,GA,http://www.bk.com,https://locations.bk.com/ga/east-ellijay/hwy-5-appalachian-parkway.html,,,
286 Turnpike Rd,Westborough,US,us/ma/westborough/286turnpikerd/-345832572,42.282455,-71.64554,Chick-fil-A,1581,MA,http://www.chick-fil-a.com/westborough,,,,
240 Cumberland Parkway,Mechanicsburg,US,us/pa/mechanicsburg/240cumberlandparkway/93075755,40.193278,-76.982469,Arby's,17055,PA,http://www.arbys.com,http://locations.arbys.com/us/pa/upper-allen-township/240-cumberland-parkway.html,,,
422 E Chicago St,Coldwater,US,us/mi/coldwater/422echicagost/-1947870258,41.93722,-84.98335,Jimmy John's,49036,MI,http://www.jimmyjohns.com,,,,
432 Beechurst Ave,Morgantown,US,us/wv/morgantown/432beechurstave/-891525969,39.64026,-79.95999,Subway,26505,WV,http://www.subway.com,,,,
49 N Telegraph Rd,Waterford,US,us/mi/waterford/49ntelegraphrd/93075755,42.636813,-83.326158,Arby's,48328,MI,,,,,
7060 George Washington Memorial Hwy,Gloucester,US,us/va/gloucester/7060georgewashingtonmemorialhwy/1780593795,37.39351,-76.52915,Sonic Drive-In,23061,VA,https://locations.sonicdrivein.com/va/gloucester/7060-geo-washington-mem-hwy.html,,,,
515 E Main St,Southbridge,US,us/ma/southbridge/515emainst/-1161002137,42.070287,-72.012211,McDonald's,1550,MA,http://mcdonalds.com,,,,
736 Merrimac Trl,Williamsburg,US,us/va/williamsburg/736merrimactrl/1516016543,37.26755,-76.67702,Long John Silver's,23185,VA,,,,,
256 Bobby Jones Expressway,Augusta,US,us/ga/augusta/256bobbyjonesexpressway/-442344130,33.504425,-82.08886,Krystal,30907,GA,http://t.co/3VQiWtMxPf,http://www.krystal.com/locations/georgia/martinez-bobby-jones-expressway/,,,
981 Waterbury Falls Dr,O Fallon,US,us/mo/ofallon/981waterburyfallsdr/-1947870258,38.72449,-90.69746,Jimmy John's,63368,MO,http://www.jimmyjohns.com,,,,
4125 Ball Rd NE,Circle Pines,US,us/mn/circlepines/4125ballrdne/-2061630068,45.1567,-93.16275,Burger King,55014,MN,http://www.bk.com,https://locations.bk.com/mn/blaine/4125-ball-rd-ne.html,,,
3403 Wrightsboro Road,Augusta,US,us/ga/augusta/3403wrightsbororoad/-442344130,33.46868,-82.075236,Krystal,30909,GA,http://t.co/3VQiWtMxPf,http://www.krystal.com/locations/georgia/augusta-wrightsboro-road/,,,
245 Summit Point Ln,Winston Salem,US,us/nc/winstonsalem/245summitpointln/952195846,36.1851,-80.2745,Cook Out,27105,NC,http://www.cookoutnc.com,http://www.cookout.com,,,
4408 W Pierson Rd,Flint,US,us/mi/flint/4408wpiersonrd/-2061630068,43.060732,-83.768417,Burger King,48504,MI,http://www.bk.com,https://locations.bk.com/mi/flint/4408-w-pierson-rd.html,,,
27127 Telegraph Rd,Flat Rock,US,us/mi/flatrock/27127telegraphrd/106088,42.1075,-83.2856,KFC,48134,MI,http://www.kfc.com,,,,
912 N Highway 190,Covington,US,us/la/covington/912nhighway190/-345832572,30.44499,-90.082,Chick-Fil-A,70433,LA,http://www.chick-fil-a.com,http://www.chick-fil-a.com/covington-highway190,,,
3403 N Main St,Columbia,US,us/sc/columbia/3403nmainst/-2061630068,34.03046,-81.04266,Burger King,29203,SC,http://www.bk.com,https://locations.bk.com/sc/columbia/3403-north-main-st.html,,,
536 Haywood Rd,Greenville,US,us/sc/greenville/536haywoodrd/1082608893,34.8469,-82.34,Waffle House,29607,SC,https://locations.wafflehouse.com/sc-greenville-1168,,,,
6515 White Horse Rd,Greenville,US,us/sc/greenville/6515whitehorserd/-2061630068,34.8666,-82.46541,Burger King,29611,SC,http://www.bk.com,,,,
925 Broad Street,Clinton,US,us/sc/clinton/925broadstreet/1780593795,34.4561,-81.8794,SONIC Drive In,29325,SC,https://locations.sonicdrivein.com/sc/clinton/925-broad-street.html,,,,
651 Haywood Rd,Greenville,US,us/sc/greenville/651haywoodrd/-2061630068,34.8496,-82.3382,Burger King,29607,SC,http://www.bk.com,,,,
